vader_compound,Roberta Negative,Roberta Neutral,Roberta Positive,ID,Star Rating,Review Source,Comment,Ease of Doing Business,Title
0.9382,0.0052103400230407715,0.055766649544239044,0.9390230178833008,3351415,4.5,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.","G2 assists in sharing information about our product.  It's great that valid users are the ones reviewing the product so that others can benefit from what it has to offer.

Working with the staff at G2 has been nothing less than stellar.  Everyone is readily available to answer questions and they always help you get the most out of their services.  If they see you aren't utilizing a feature you are paying for, they take time to show you how it works and why it's good for your business.",7.0,G2 Helps Promote Business
0.8442,0.005909387953579426,0.05535610765218735,0.9387344717979431,7261693,4.5,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,Easy-to-use marketing solution tool with great customer support.,,Strengthen your brand and drive inbound leads
0.9033,0.0049547129310667515,0.05645352974534035,0.9385918378829956,1369667,4.0,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,"The G2 Crowd platform has provided a simple, efficient way to collect customer reviews and references, saving our team time and adding value to our marketing and sales efforts. The G2 Crowd team is very responsive and helpful, and their onboarding process was well organized.",7.0,Great way to collect reviews and references
0.3182,0.008633993566036224,0.05298592895269394,0.9383800625801086,4660905,4.5,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"No downsides come to mind, the experience I have had with the G2 Marketing Solutions team has always been informative and helpful.",,Open line of communication and always willing to help
0.0,0.007262133993208408,0.05444967374205589,0.9382882118225098,337902,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"The onboarding process went very smoothly. If we had a question or concern, G2 Crowd's onboarding staff answered  all emails and phone calls within the hour. The service we received was impeccable.",7.0,Smooth and  helpful resources every step of the way
0.7845,0.0024246720131486654,0.059339556843042374,0.9382357001304626,9237564,4.5,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,It is a great platform for showcasing your product. It allows you to utilize reviews as marketing materials. It also provides you with the opportunity to learn what your customers think about your product.,6.0,Great platform for showcasing your product
0.8807,0.005166483111679554,0.056851111352443695,0.9379823803901672,9004930,5.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.","Our experience with G2 Intent has generally been positive. The platform excels in identifying purchase intent, providing valuable insights that have significantly impacted our strategic decisions.",7.0,Exceptional Tool for Identifying Purchase Intent
0.5849,0.005371494684368372,0.05665028840303421,0.9379782676696777,7212456,4.5,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,G2 is really well established and a solid go-to for anyone looking to research how business software can help solve a problem.,,Great for creating awareness
0.7506,0.003886210499331355,0.058710962533950806,0.9374028444290161,9175413,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"I love that G2 gives you the options of employee count, buying state, and minimum activity level when you are creating your audiences.",,"We leverage G2 buyer intent data through LinkedIn to help drive highly qualified, lower funnel leads"
0.9118,0.004440734162926674,0.05818316340446472,0.9373761415481567,7102916,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,The platform is well laid out both on the user interface and the external platform that prospective customers can use to find services and understand what other customers are saying. The support from customer success is great too.,,G2 is a great platform giving your brand visibility
0.908,0.005608665756881237,0.05716106295585632,0.9372302293777466,7232546,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"I really like G2s intent data, where I can track what companies are reviewing our space (Customer Success), our peers and competitors and us specifically. Great insights and quite actionable for our sales teams. Also helps having to stellar CSMs supporting you every step of the way (Mark and Henry).",,Great tool for unveiling parts of your dark funnel
0.6908,0.004030613694339991,0.05905144661664963,0.9369179606437683,7187666,4.5,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"Ease of use, variety and richness of the tools available. We use incentivized reviews quite a lot, it has allowed us to drive more potential leads and generate awareness about our product.",,Great booster for any company's marketing efforts!
0.6249,0.005370496306568384,0.05780710652470589,0.9368224740028381,3034110,4.5,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,"As new to G2, I found the established on boarding process to be superb (and something our business can learn from), The key touch points are sequenced to match our experience and progression through the product and I found that every time we had a series of questions (after doing some of the work), the next G2 meeting was around the corner.",7.0,Great onboarding process
0.6249,0.0032370120752602816,0.06000589579343796,0.9367570877075195,7268834,5.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",It would be great to extract more data with our current plan.,7.0,Took our Market presence to whole new level
0.8264,0.005462640896439552,0.057944100350141525,0.9365932941436768,1691839,4.5,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,"Nothing to dislike so far, we've been happy with our progress. ",7.0,Great Experience
0.9216,0.006723789032548666,0.05675206705927849,0.9365241527557373,7102644,0.5,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"The reviews aspect of G2 is quite good. It is a useful way to gain feedback for our Customer Success Team, although an internal, more affordable system would likely suffice.",,Poor quality data and lack of support
0.8221,0.005405779927968979,0.05811890959739685,0.9364753365516663,4730641,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"In the future, I'd like to see a more seamless integration of G2's data with our CRM. That being said, G2 is a very innovative company - and their product gets better all the time.",,G2 is a tool every customer marketer should have in their arsenal
0.8074,0.004825179930776358,0.058739613741636276,0.9364352226257324,534024,4.5,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",G2 is a best-of-industry service that provides an awesome review of enterprise products and services.  It will save you at least half the time you would invest discovering this information on your own.,7.0,G2 Marketing is the Most Reliable Reviewer on the Market
0.8777,0.0029226080514490604,0.06068034470081329,0.9363970160484314,9239420,4.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,We focus on generating reviews with G2 and it's a great added benefit to sync their marketing tools with our own marketing stack. We're able to identify the audiences that are most interested in our products - what industries / roles / geographies are searching for our company and products with G2.,,Useful Marketing Tools for Targeted Campaigns
0.4215,0.00838310644030571,0.05547861382365227,0.9361382722854614,4500906,4.5,Invitation from a seller or affiliate. This reviewer was not provided any incentive by G2 for completing this review.,"Thorough, professional and helpful during the entire process.",6.0,Great onboarding experience with a great team that was helpful.
0.3612,0.006198160815984011,0.05771151930093765,0.936090350151062,4381267,5.0,Invitation from a seller or affiliate. This reviewer was not provided any incentive by G2 for completing this review.,I like all the marketing materials that are provided.,,Great Experience
0.8268,0.0036747499834746122,0.06034465506672859,0.9359805583953857,4094631,5.0,Invitation from a seller or affiliate. This reviewer was not provided any incentive by G2 for completing this review.,A lot of functionality and features that can help automate processes for you. This platform makes it easy to connect - and communicate - with potential customers. It's also really helpful to see their rather detailed feedback and insights when leaving a review.,,"Robus platform, super efficient onboarding."
0.9654,0.0028452170081436634,0.06127209961414337,0.9358827471733093,7186446,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"G2 makes it easy to capture reviews from our customers, which gives our company and products more credibility and helps us gain new leads. We always look forward to showcasing our new G2 badges every season. It also gives us valuable intent data on which companies are looking at our product categories and competitors, which helps our Sales team know where to spend their time, especially with the information being pushed into our CRM. The G2 team has also been a great partner in ensuring we always get the most out of their platform.",,Great Intent Data & Product Review Platform!
0.5709,0.007762401830404997,0.056355081498622894,0.9358825087547302,288758,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,Nothing as such. Started using this tool a month and feeling really good about the way it has brought in reviews. ,7.0,Awesome tool to collect your product reviews! 
0.9765,0.007243223022669554,0.056964535266160965,0.9357922077178955,6545242,5.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.","The ability to measure company success on reviews, working in tandem with the G2 team to create successful review campaigns, the people (John Sarhage and Jack Garvey) are OUTSTANDING in customer service, experience, and competence of the platform. They're setting us up for success, and teaching me how to effectively leverage the platform, read metrics, and increase our review responses.",7.0,Jack and John are HEROES!
0.7264,0.0057279677130281925,0.058529384434223175,0.9357426166534424,4552188,4.5,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"Very good backend full of insight to better manage your online presence, and marketing tools to leverage your user reviews.",,The place to be and be found in a multitude of categories
0.8885,0.004909125622361898,0.05959581211209297,0.9354950785636902,7083920,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,G2 Marketing Solutions has provided our company with personalized support and consistently beneficial tactics as to how to maximize our efforts on G2. Their non-PPC model works best for our business.,,G2 Helps Our Company Close Enterprise Deals
0.9432,0.0047323997132480145,0.05990322306752205,0.9353644251823425,2717293,5.0,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,"It was seamless to get up and running with G2 Crowd.  Ali was essential in helping us figure out a game plan to increase our presence on this site and listened to the approach that we wanted to take.  I loved that we could have unique landing pages for our CS team to track inbound reviews and our customers seemed more open to posting reviews knowing they could post anonymously. I also really like being able to customize a reference page that we can keep relevant with recent reviews so that our sales team can leverage this in their conversations.  Having a personal dashboard where you can track all reviews, their status on posting as well as the reward payout is also a plus.",7.0,Great Platform for Collecting Reviews
0.7845,0.014135309495031834,0.050650712102651596,0.9352140426635742,199488,5.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.","Nothing at all. It's all good, an outstanding offering.",7.0,Advocately has driven amazing results for our business
0.9826,0.0035960664972662926,0.061195939779281616,0.9352079629898071,7064409,4.5,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"With G2, you get access to a leader grid and reviews that can be integrated across all marketing content from the website to paid social etc. It's an excellent platform to help increase credibility with prospects, increase engagement and build relationships with current clients. The customer support team is fantastic. Lucy and Pramila are always there to help support, brainstorm and develop ideas. In addition, they bring a positive vibe to every meeting, and their response time is prompt.",7.0,Great marketing solution to engage with customers and help prospects on their research journey
0.9895,0.010478624142706394,0.054474130272865295,0.9350472688674927,334309,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"Site is so easy to use - even for the most non-tech person like me! Also, G2 Crowd team is very responsive when you have questions or concerns and does their best to either fix the problem or get others from the extended team involved to resolve or come up with a viable and workable solution. One very nice capability is the widget tool. I love that it's embedded in the admin portal and it's super easy to understand and share. It's definitely something that I will use to help socialize the customer reviews. ",7.0,G2 Crowd  AlienVault User Review 
0.6124,0.004254622384905815,0.06071769818663597,0.9350276589393616,8562297,5.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",The G2 website has a well structured layout and gives you a thoroughly planned out survey style review process that makes leaving a review an enjoyable and fulfilling experience.,,G2 is a revolutionary take on digital marketing solutions.
0.8883,0.0036967857740819454,0.06148932874202728,0.9348138570785522,7062945,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"The buyer incentive tools available to us in G2 are very useful and give us valuable data for our marketing and sales efforts across our team. 

Collecting and using reviews in our campaigns and landing pages has proved to help raising our conversion rates.",,Great platform for B2b reviews and buyer incentive data
0.9274,0.005120531190186739,0.060089871287345886,0.9347895383834839,7155408,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"The best thing about G2 is the trust they have built with their own audience. When leads discover our service on G2, we can tell there is more going on than mere product/feature comparison. Unlike similar services, G2 is clearly regarded as a trusted advisor and an authority when it comes to researching software.",,A great way to gain trust and recognition for SaaS companies
0.0,0.003291164059191942,0.06259364634752274,0.9341151118278503,543274,4.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,This tool provides almost everything that you need when you are researching and trying to see what your competitiors are doing. Its a must-have for every marketing researcher.,,Great tool for research
0.8257,0.007994608022272587,0.057907648384571075,0.9340977668762207,748284,5.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.","There are so many useful features – there is not much to dislike.  And I think the vision and roadmap can take G2 to even broader value for us.  I guess the most difficult part is change management on our side – i.e. how do we get our teams to more habitually use the G2 features and information in all of our internal sales, marketing, support, and product processes.  ",,G2 = Great Stuff
0.4003,0.006998030934482813,0.05912327766418457,0.9338786602020264,5073535,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"I've worked with G2 at multiple companies, the reason I still do business with G2 is the people. Every person I have ever spoken with at G2 is respectful, knowledgeable, and willing to answer tricky questions! 

On the product side, I've used the badges, the reports, and company grids, buyers' intent, lead generation forms, and reference pages.",7.0,"G2's Marketing Solutions provide the most relevant online ""word of mouth"""
0.775,0.00577289704233408,0.06042885035276413,0.9337981939315796,4104524,5.0,Invitation from a seller or affiliate. This reviewer was not provided any incentive by G2 for completing this review.,"We were a bit skeptical on the upfront cost of marketing on G2, but the support that they offer makes up more than plenty for the investment and we believe that we will get a good return on our investment.",7.0,G2 helped us improve our visibility in our software category. Their support is the best!
0.68,0.004889678675681353,0.06158582866191864,0.933524489402771,682660,4.5,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",G2 helps us become aware of our strengths and our shortfalls so we know how our customers see us.  This knowledge is priceless!,,G2 Review Helped us Troubleshoot a Problem (and Create Success) for a Customer
0.6705,0.004369025118649006,0.06218019127845764,0.9334508180618286,610996,3.5,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,Quick help from the G2Crowd team made it much easier to get our profile and lead forms set up the way we wanted them. ,7.0,Helpful assistance from account managers along the way
0.3612,0.004154789261519909,0.06268755346536636,0.9331576824188232,7079902,4.5,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,I like the information and dashboards provided,6.0,Great exposure tool
0.6476,0.00568436412140727,0.06194034218788147,0.9323752522468567,645373,5.0,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,"G2 Crowd's interface is easy to work with and is appealing to on both the company and client side. G2 Crowd basis your company standing off customer reviews only, which is exactly what a review site should do! No way to pay to get higher placement, if your customers are happy you will see your company's presence rise. ",7.0,"G2 Crowd basis your ""standing"" off Customer Reviews only- which is what a review site should do!"
0.5994,0.008831985294818878,0.05893271043896675,0.9322353601455688,4659651,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"While the platform is super intuitive to use, it's our account management that makes G2 a 10.",,Wonderful Enterprise Support!
0.9917,0.007867489941418171,0.06016675382852554,0.9319657683372498,336667,3.5,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"Kara DeWalt has been a friendly and responsive rep . She's quick to make suggestions and help out with our different marketing options.  Kara has been awesome!

The reviews written on G2 Crowd are comprehensive and very useful for consumers. 

They're growing their marketing tools, and we're trying a few of them out. 

I like the backend options for building out our profile to best educate our prospects on the value of our service. You can upload videos, FAQs, and key details about the software.  Their reporting features are relevant and accurate as well.

Love their award badges as a great form of social proof.",6.0,"Some great behind the scenes tools, as G2 Crowd grows, so does their value."
0.9562,0.010196983814239502,0.05815676972270012,0.9316462278366089,7138811,4.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"During my contact and work with G2, I have really appreciated their swift help with all of my questions. As I had no experience with review strategy etc. as it is not something I usually work with in my area, it is great to be guided thoroughly! It is also great to receive concrete examples during my calls with Edan who is our contact person at G2 :)",6.0,Great guidance and quick replies!
0.0,0.006490111816674471,0.06193968653678894,0.9315701723098755,3291426,4.5,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,I can't see any negatives so far so we are looking forward to using the G2 platform more in the future. ,7.0,Great platform to leverage customer feedback
0.6249,0.01610715128481388,0.052636247128248215,0.9312566518783569,2134819,5.0,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,"Didn't notice any, everything was great ",,Great support service!
0.34,0.0030019613914191723,0.06580457836389542,0.931193470954895,183130,5.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",Nothing right now.  I'm excited to see how the Advocately platform develops.,,I am an advocate for Advocately!
0.8225,0.005640799179673195,0.06371913105249405,0.9306400418281555,9145252,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"Using G2 and growing your product profile is an incredibly power tool for customer aquisiton and retention. Its easy to find endless ways to utilize the profile to by building different types of content to be used in organic and paid digital channels. Something we do all year long. Also using their buyer intent to give your sales team and account managers insight on new and current customers. The G2 staff are also genius, they help ten fold in making sure you maximize the potential of your G2 account. Its efforless to run review capturing campaigns.",7.0,Powerful Marketing/Sales Tool
0.4404,0.003904683282598853,0.06563995778560638,0.9304553866386414,337902,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,We've been with G2 Crowd for only a few months. So far we have been pleased with what we have received.,7.0,Smooth and  helpful resources every step of the way
0.6458,0.006571492180228233,0.06313878297805786,0.9302896857261658,9186298,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,Nothing to dislike! I've been satisfied with G2 so far.,,Essential tool  for boosting our reputation and presence
0.9702,0.007947809062898159,0.06240558624267578,0.9296465516090393,7153589,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"I like using the G2 platform because the panel is sleek and smart to navigate; I can easily find all the grids, statistics and new reviews to check. Gathering customer feedback is crucial, and with G2, it's fast and efficient. Whenever I need support and ask CSM Michael Lydon or RM Charlie Albuery for help, I'm impressed by how they fast respond and listen to all my requests. I think they truly know that it is all about relationship and support.",,Best place for collecting customer feedback and best support ever
0.6474,0.014165805652737617,0.056317273527383804,0.9295169711112976,7971836,5.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.","Currently, the use of G2 has generated a complete and correct solution to my needs. so I couldn't say something I don't like about this great system.",7.0,"G2, A PRODUCT THAT HELPS TO SCALE IN DIGITAL EFFICIENCY."
0.7892,0.013884657993912697,0.0567178949713707,0.9293975234031677,7223916,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,There is nothing to dislike about G2 -- the team is really helpful and always looking to help.,7.0,G2 Marketing Solutions is a must-have for all marketing teams
0.8402,0.0024897675029933453,0.06828569620847702,0.9292245507240295,1691819,4.5,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,G2 Crowd offers a nice level of customization for our profile page and gives us ample opportunity to gain traction on the category page.,7.0,Well Put Together Review Site Offering Many Options
0.7906,0.010151423513889313,0.06104356050491333,0.9288049936294556,297239,2.5,Invitation from a seller or affiliate. This reviewer was not provided any incentive by G2 for completing this review.,We've received decent service pretty consistently. The online platform is easy enough to work through. Leads are just okay.,5.0,Decent Experience
0.8442,0.006200307514518499,0.06511753052473068,0.9286822080612183,9167134,4.5,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"As someone that inherited a G2 profile, the G2 team were excellent in getting me up to speed and offering solutions for a newbie like me. The platform is easy to use, but has all the data and features one might want from a review platform like G2.",7.0,Great experience and service with G2 Marketing Solutions
0.7783,0.005460665561258793,0.06589679419994354,0.9286425113677979,338568,4.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"I like the wealth of  info and tools for related to our product reviews. As well, G2 Crowd's handling of the campaign to acquire ouru reviews was smooth and simple.",7.0,G2 Crowd is a well thought-out service
-0.3182,0.006918294820934534,0.06458291411399841,0.9284988045692444,202787,5.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.","I was about to say lack of Slack integration until Patrick showed me that they have built it in, and got us integrated. They move fast on the product and engineering side - and I look forward to seeing more features from the Advocately team.",,New to advocate marketing but am now a believer
0.9392,0.00531489122658968,0.06619265675544739,0.9284924268722534,9179611,4.5,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"Having a single, intuitive platform to garner third party reviews at scale for users / third party validation and for collecting valuable product feedback. Great account support too!",7.0,A great platform for user validation
0.7579,0.005661677569150925,0.06648897379636765,0.9278493523597717,8975296,3.5,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,I like our rep is easily accessible and responds to us quickly and helps us get more reviews from G2,,I love G2
0.8689,0.006109976675361395,0.06608624756336212,0.9278037548065186,7327661,3.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,The team provides valuable insights and suggestions on how to gain new reviews. They always support their pitches with statistics and solid data analysis.,,"Very helpful team, friendly and professional"
0.7906,0.004140204284340143,0.06825073808431625,0.9276090264320374,7151560,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"The tool helps you with brand credibility through the badges and discovers improvements in our product.
My CSM and RM have worked hard to help us drive our brand to the top.",,Great marketing & sales tool with amazing support team!
0.8402,0.002646279288455844,0.06986906379461288,0.9274846315383911,479059,4.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",My favorite feature is the comparison grid that allows prospects to see how we stack up against our competitors and the focused profile that we can send to prospects.,7.0,Great tool for Sharing Unbiased Information with Prospects
0.4019,0.007576156407594681,0.0652637630701065,0.9271600842475891,557524,4.5,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,The personal touch from the G2 Crowd team. Always willing to help and going the extra mile to answer your questions,,Great service and support
0.886,0.009354275651276112,0.0639844611287117,0.9266613125801086,337119,5.0,Invitation from a seller or affiliate. This reviewer was not provided any incentive by G2 for completing this review.,"The depth of criteria that G2 Crowd puts together the reports are very granular and thorough. For an underdog brand like ourselves, this credibility was invaluable. The team was super helpful in helping navigate the product and strategize with execution on our end. ",,Helped us skyrocket our credibility
0.8442,0.007704630959779024,0.0657513365149498,0.9265440106391907,6883064,4.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,To date we've been provided with friendly and thorough customer assistance. Will and Swati are always available to respond promptly to any questions we have. They are knowledgable about the product and make efforts to understand your market and provide examples of how best you can use the solutions on offer.,7.0,Excellent customer success offering
0.4927,0.0068473247811198235,0.06677094101905823,0.9263817071914673,9181442,4.5,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,They usually have very good quality leads using their site for research on software. We usually receive leads that convert into demos and move further in our pipeline than other platform leads.,,Great Review Platform with Quality Leads
0.8225,0.005609964951872826,0.06805334240198135,0.9263367056846619,9148570,4.5,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"Our account managers are committed to helping us achieve our goals. They are responsive and attentive to our ideas, and they are constantly working to find solutions as well as suggest new approaches. 

The vendor portal is incredibly intuitive and allows us to access the information we need whenever we are seeking it.",,Partnering with G2 helps us elevate our brand!
0.0,0.00684477761387825,0.06682009249925613,0.9263352155685425,337033,4.5,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",The concept - customer reviews for B2B products.  The simplicity.  They are the leaders in this area.,6.0,Product reviews are essential
0.8074,0.0037495058495551348,0.0705379918217659,0.925712525844574,4657881,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,We had shared feedback about improvements we'd like to see for the process of leaving G2 reviews to make it more seamless. This feedback was well received by the G2 team.,,Strategic partner for driving brand reputation
-0.0698,0.012931198813021183,0.0615115649998188,0.9255571961402893,7456035,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"I use G2 to collect customer reviews. As a Customer Marketer, that stuff is like pure gold to me. Both from a product feedback standpoint and from a market perception standpoint, nothing is more valuable than a constant influx of customer reviews.",6.0,G2 is the most important tool in my tech stack
0.9371,0.004345916211605072,0.07016411423683167,0.9254900217056274,749930,5.0,"Organic review. This review was written entirely without invitation or incentive from G2, a seller, or an affiliate.",G2 is an ideal fit for fast-growing companies looking to increase market share with higher quality leads and better business intelligence. ,,Higher quality leads with specific analysis on the competition
0.8885,0.004118184559047222,0.07051581889390945,0.9253659248352051,9232379,4.5,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"G2 Marketing Solutions offers a user-friendly platform that effortlessly boosts your business's visibility. With intuitive tools and effective strategies, they make it easy for businesses to stand out in the market and attract attention from potential customers.",6.0,Really good experience and visibility
0.5719,0.011728989891707897,0.06326483190059662,0.9250061511993408,9181351,5.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,Nothing - G2 is an excellent platform in itself,,G2 is an overall excellent platform!
0.9169,0.003850492648780346,0.07117504626512527,0.9249744415283203,381519,4.5,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"G2 Crowd is a great platform to help promote customer advocacy and gather reviews from users. As a profile admin, its easy to update our page, add features, and invite our customers to submit their reviews.",7.0,Great customer review platform for businesses
0.9682,0.0038232000079005957,0.0717698261141777,0.9244070053100586,9181554,4.0,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,"G2 marketing provides a great platform to get your technology in front of potential users, especially if you sell within a crowded market. In addition, their customer success team does a great job advising customers where they can get their best return on investment, and frequently shares resources to help you get noticed on G2.",,Great platform and services to get noticed
0.6801,0.004095009062439203,0.07156714797019958,0.9243378043174744,9144698,4.5,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,We set up our lead flow to sync automatically with Salesforce from G2 and were able to easily start collecting highly-qualified leads. The team at G2 is also very helpful and provides timely responses whenever we reach out and they have helped us through several team transitions and strategy changes.,7.0,G2 reviews are a low lift way to fuel our MQLs
0.3089,0.00876396894454956,0.06709091365337372,0.9241451621055603,8975296,3.5,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,I do not have any complaints with G2 sa they have helped us a lot.,,I love G2
0.5423,0.005771757569164038,0.07044491171836853,0.9237833619117737,307360,4.5,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"The configuration and on-boarding process for a vendor is very straightforward, intuitive and yet comprehensive. I also like the experience provided by G2Crowd to users researching products. It is fluid and informational. ",7.0,G2Crowd is a very solid platform. Its on-boarding process and user experience are pleasingly fluid.
0.9042,0.0029301492031663656,0.0733221247792244,0.9237476587295532,3015707,4.5,Invitation from a seller or affiliate. This reviewer was offered a nominal incentive as thanks for completing this review.,Our partnership with G2 helps us to showcase the experience our clients have with iDeals. This way more potential clients can feel confident when choosing iDeals as their VDR provider. We've already seen a spike of interest toward iDeals page and we now have more reviews coming in.,7.0,Perfect and unbiased partner
0.9493,0.008220264688134193,0.06827300786972046,0.9235067367553711,7072610,5.0,G2 Gives Campaign. This reviewer was offered a donation to a charitable cause in their name as thanks for completing this review.,"I think it is very interesting to have users' opinions to really evaluate a company
as a CS, all my work is focused on ensuring a good experience for our users, and having their point of view and their encouragement via G2 is a very good way to value our work",,training with CS G2
0.4574,0.003495563054457307,0.07342178374528885,0.9230826497077942,4666860,4.5,Invitation from G2. This reviewer was offered a nominal gift card as thank you for completing this review.,G2 is able to help our marketing and sales teams with customer content! The incentivized reviews have allowed us to listen to our customer stories and equip our sales teams with testimonials that they can use throughout the sales cycle.,,A strong review platform with great enterprise support
